order_id,user_id,product_id,order_date,quantity,unit_price,total_amount,payment_method,status,city,is_anomaly
O000025,U00032,P00034,2025-08-11 21:08:00,2,972.35,1944.7,微信支付,已完成,深圳,
O000026,U00484,P00014,2025-04-14 04:49:00,1,777.51,777.51,微信支付,已完成,成都,
O000026,U00484,P00020,2025-04-14 04:49:00,2,235.12,470.24,微信支付,已完成,成都,
O000026,U00484,P00022,2025-04-14 04:49:00,3,282.29,846.8700000000001,银行卡,已完成,成都,
O000026,U00484,P00058,2025-04-14 04:49:00,1,433.34,433.34,支付宝,已完成,成都,
O000026,U00484,P00060,2025-04-14 04:49:00,3,69.48,208.44,支付宝,已完成,成都,
O000027,U00203,P00034,2025-09-20 01:43:00,2,972.35,1944.7,银行卡,已完成,重庆,
O000027,U00203,P00023,2025-09-20 01:43:00,2,228.27,456.54,微信支付,已完成,重庆,
O000027,U00203,P00004,2025-09-20 01:43:00,1,247.91,247.91,微信支付,已完成,重庆,
O000028,U00067,P00075,2025-04-12 12:23:00,1,220.07,220.07,微信支付,已完成,深圳,
O000029,U00102,P00012,2025-11-27 14:51:00,2,560.9,1121.8,银行卡,已完成,南京,
O000029,U00102,P00043,2025-11-27 14:51:00,3,181.72,545.16,微信支付,已完成,南京,
O000030,U00196,P00028,2025-12-16 13:11:00,1,169.68,169.68,银行卡,已完成,武汉,
O000030,U00196,P00024,2025-12-16 13:11:00,3,159.91,479.73,支付宝,已完成,武汉,
O000030,U00196,P00036,2025-12-16 13:11:00,2,616.69,1233.38,支付宝,已完成,武汉,
O000031,U00197,P00032,2025-03-12 13:12:00,2,773.13,1546.26,支付宝,已完成,杭州,
O000031,U00197,P00081,2025-03-12 13:12:00,3,174.49,523.47,支付宝,已完成,杭州,
O000031,U00197,P00070,2025-03-12 13:12:00,1,75.64,75.64,微信支付,已完成,杭州,
O000031,U00197,P00003,2025-03-12 13:12:00,27,94.14,2541.78,银行卡,退款中,杭州,1.0
O000031,U00197,P00049,2025-03-12 13:12:00,3,244.26,732.78,微信支付,退款中,杭州,
O000032,U00052,P00069,2025-05-07 21:15:00,1,487.15,487.15,支付宝,已完成,重庆,
O000032,U00052,P00095,2025-05-07 21:15:00,1,900.85,900.85,银行卡,已完成,重庆,
O000032,U00052,P00008,2025-05-07 21:15:00,3,292.21,876.6299999999999,银行卡,已完成,重庆,
O000033,U00015,P00073,2025-12-27 22:22:00,2,587.24,1174.48,微信支付,已完成,重庆,
O000033,U00015,P00019,2025-12-27 22:22:00,1,472.92,472.92,支付宝,已完成,重庆,
O000033,U00015,P00025,2025-12-27 22:22:00,49,79.85,3912.6499999999996,银行卡,已完成,重庆,1.0
O000033,U00015,P00064,2025-12-27 22:22:00,2,279.8,559.6,微信支付,已完成,重庆,
O000033,U00015,P00070,2025-12-27 22:22:00,1,75.64,75.64,银行卡,已完成,重庆,
O000034,U00441,P00076,2025-07-06 02:23:00,1,407.77,407.77,支付宝,已完成,武汉,
O000034,U00441,P00013,2025-07-06 02:23:00,2,585.71,1171.42,微信支付,已完成,武汉,
O000034,U00441,P00044,2025-07-06 02:23:00,3,964.98,2894.94,银行卡,已完成,武汉,
O000034,U00441,P00039,2025-07-06 02:23:00,1,881.05,881.05,微信支付,已完成,武汉,
O000035,U00194,P00017,2025-06-07 23:44:00,46,60.84,2798.6400000000003,银行卡,退款中,杭州,1.0
O000035,U00194,P00023,2025-06-07 23:44:00,48,68.18,3272.6400000000003,银行卡,已完成,杭州,1.0
O000035,U00194,P00094,2025-06-07 23:44:00,3,900.9,2702.7,支付宝,已完成,杭州,
O000036,U00073,P00045,2025-06-19 23:04:00,1,718.59,718.59,银行卡,已完成,深圳,
O000036,U00073,P00041,2025-06-19 23:04:00,2,737.17,1474.34,支付宝,已完成,深圳,
O000037,U00108,P00033,2025-05-08 22:04:00,34,56.18,1910.12,微信支付,已完成,深圳,1.0
O000037,U00108,P00014,2025-05-08 22:04:00,2,777.51,1555.02,支付宝,已完成,深圳,
O000037,U00108,P00093,2025-05-08 22:04:00,1,165.03,165.03,银行卡,已完成,深圳,
O000038,U00334,P00058,2026-01-24 21:14:00,1,433.34,433.34,支付宝,已完成,深圳,
O000038,U00334,P00010,2026-01-24 21:14:00,1,611.55,611.55,微信支付,已完成,深圳,
O000039,U00455,P00071,2025-07-12 05:46:00,1,87.05,87.05,银行卡,已完成,武汉,
O000040,U00458,P00084,2025-09-05 22:01:00,1,940.05,940.05,微信支付,已完成,广州,
O000040,U00458,P00022,2025-09-05 22:01:00,3,282.29,846.8700000000001,银行卡,已完成,广州,
O000040,U00458,P00078,2025-09-05 22:01:00,3,469.02,1407.06,微信支付,已完成,广州,
O000040,U00458,P00056,2025-09-05 22:01:00,2,414.47,828.94,支付宝,已完成,广州,
O000041,U00079,P00012,2025-01-28 11:00:00,1,560.9,560.9,微信支付,已完成,上海,
O000041,U00079,P00038,2025-01-28 11:00:00,2,606.87,1213.74,支付宝,退款中,上海,
O000041,U00079,P00085,2025-01-28 11:00:00,2,747.47,1494.94,支付宝,已完成,上海,
O000041,U00079,P00081,2025-01-28 11:00:00,3,174.49,523.47,银行卡,已完成,上海,
O000042,U00279,P00048,2025-07-18 05:23:00,2,245.41,490.82,支付宝,已完成,广州,
O000042,U00279,P00024,2025-07-18 05:23:00,1,159.91,159.91,银行卡,已完成,广州,
O000042,U00279,P00058,2025-07-18 05:23:00,3,433.34,1300.02,银行卡,已完成,广州,
O000042,U00279,P00006,2025-07-18 05:23:00,3,460.12,1380.3600000000001,微信支付,已完成,广州,
O000043,U00431,P00088,2025-07-18 16:26:00,3,110.35,331.04999999999995,银行卡,已完成,武汉,
O000043,U00431,P00061,2025-07-18 16:26:00,3,969.52,2908.56,银行卡,已完成,武汉,
O000043,U00431,P00074,2025-07-18 16:26:00,2,664.13,1328.26,微信支付,已完成,武汉,
O000043,U00431,P00031,2025-07-18 16:26:00,1,686.58,686.58,支付宝,已完成,武汉,
O000043,U00431,P00039,2025-07-18 16:26:00,3,881.05,2643.1499999999996,银行卡,已完成,武汉,
O000044,U00076,P00094,2026-03-04 19:16:00,2,900.9,1801.8,支付宝,已完成,西安,
O000044,U00076,P00009,2026-03-04 19:16:00,1,120.07,120.07,银行卡,已完成,西安,
O000044,U00076,P00012,2026-03-04 19:16:00,2,560.9,1121.8,微信支付,已完成,西安,
O000045,U00076,P00014,2025-10-18 18:37:00,1,777.51,777.51,银行卡,已完成,西安,
O000046,U00451,P00084,2025-06-26 13:16:00,1,940.05,940.05,微信支付,已完成,杭州,
O000046,U00451,P00063,2025-06-26 13:16:00,3,904.29,2712.87,微信支付,已完成,杭州,
O000046,U00451,P00074,2025-06-26 13:16:00,2,664.13,1328.26,微信支付,已完成,杭州,
O000046,U00451,P00078,2025-06-26 13:16:00,2,469.02,938.04,微信支付,已完成,杭州,
O000047,U00173,P00063,2026-02-23 09:19:00,1,904.29,904.29,银行卡,已完成,成都,
O000047,U00173,P00090,2026-02-23 09:19:00,2,178.25,356.5,支付宝,已完成,成都,
O000047,U00173,P00088,2026-02-23 09:19:00,1,110.35,110.35,微信支付,已完成,成都,
O000048,U00468,P00098,2026-02-26 13:47:00,1,976.58,976.58,银行卡,已完成,北京,
O000048,U00468,P00067,2026-02-26 13:47:00,1,233.25,233.25,银行卡,已完成,北京,
O000048,U00468,P00048,2026-02-26 13:47:00,1,245.41,245.41,微信支付,已完成,北京,
O000048,U00468,P00008,2026-02-26 13:47:00,1,292.21,292.21,微信支付,已完成,北京,
O000049,U00471,P00048,2025-07-04 22:12:00,1,245.41,245.41,微信支付,已完成,广州,
O000049,U00471,P00060,2025-07-04 22:12:00,3,69.48,208.44,支付宝,已完成,广州,
O000049,U00471,P00065,2025-07-04 22:12:00,2,434.45,868.9,支付宝,已完成,广州,
O000050,U00384,P00004,2026-03-02 22:05:00,3,247.91,743.73,微信支付,已完成,武汉,
O000050,U00384,P00050,2026-03-02 22:05:00,3,89.34,268.02,微信支付,已完成,武汉,
O000050,U00384,P00007,2026-03-02 22:05:00,2,763.53,1527.06,银行卡,已完成,武汉,
O000051,U00005,P00077,2025-08-31 04:41:00,3,329.75,989.25,支付宝,已完成,南京,
O000051,U00005,P00002,2025-08-31 04:41:00,3,741.64,2224.92,支付宝,已完成,南京,
O000052,U00459,P00028,2025-07-12 11:29:00,3,169.68,509.04,微信支付,已完成,上海,
O000052,U00459,P00060,2025-07-12 11:29:00,33,43.85,1447.05,支付宝,已完成,上海,1.0
O000052,U00459,P00039,2025-07-12 11:29:00,1,881.05,881.05,支付宝,已完成,上海,
O000053,U00142,P00034,2025-11-24 10:55:00,3,972.35,2917.05,微信支付,已完成,杭州,
O000053,U00142,P00084,2025-11-24 10:55:00,1,940.05,940.05,银行卡,已完成,杭州,
O000053,U00142,P00092,2025-11-24 10:55:00,2,554.58,1109.16,银行卡,已完成,杭州,
O000054,U00014,P00054,2025-12-02 15:18:00,3,435.01,1305.03,银行卡,已完成,南京,
O000054,U00014,P00052,2025-12-02 15:18:00,2,483.12,966.24,微信支付,已完成,南京,
O000054,U00014,P00050,2025-12-02 15:18:00,3,89.34,268.02,银行卡,已完成,南京,
O000055,U00184,P00085,2025-09-17 09:54:00,1,747.47,747.47,银行卡,已完成,杭州,
O000055,U00184,P00072,2025-09-17 09:54:00,3,415.6,1246.8000000000002,微信支付,已完成,杭州,
O000056,U00485,P00029,2025-12-15 10:41:00,3,604.38,1813.1399999999999,支付宝,已完成,南京,
O000057,U00404,P00075,2026-03-31 10:23:00,2,220.07,440.14,银行卡,已完成,深圳,
O000057,U00404,P00038,2026-03-31 10:23:00,3,606.87,1820.6100000000001,微信支付,已完成,深圳,
O000057,U00404,P00060,2026-03-31 10:23:00,3,69.48,208.44,支付宝,已完成,深圳,
O000058,U00212,P00044,2025-01-28 04:08:00,2,964.98,1929.96,银行卡,已完成,西安,
O000058,U00212,P00053,2025-01-28 04:08:00,1,206.5,206.5,银行卡,已完成,西安,
O000059,U00091,P00058,2025-06-10 20:03:00,1,433.34,433.34,微信支付,已完成,重庆,
O000060,U00251,P00056,2026-02-07 02:08:00,1,414.47,414.47,银行卡,已完成,重庆,
O000060,U00251,P00082,2026-02-07 02:08:00,1,619.34,619.34,银行卡,已完成,重庆,
O000060,U00251,P00055,2026-02-07 02:08:00,3,679.8,2039.3999999999999,银行卡,已完成,重庆,
O000060,U00251,P00052,2026-02-07 02:08:00,3,483.12,1449.3600000000001,支付宝,已完成,重庆,
O000060,U00251,P00062,2026-02-07 02:08:00,2,182.88,365.76,支付宝,已完成,重庆,
O000061,U00086,P00059,2025-02-03 01:19:00,2,454.17,908.34,银行卡,已完成,北京,
O000061,U00086,P00094,2025-02-03 01:19:00,2,900.9,1801.8,支付宝,退款中,北京,
O000061,U00086,P00067,2025-02-03 01:19:00,1,233.25,233.25,支付宝,已完成,北京,
O000062,U00010,P00028,2025-04-27 07:46:00,42,83.1,3490.2,银行卡,已完成,南京,1.0
O000062,U00010,P00094,2025-04-27 07:46:00,2,900.9,1801.8,支付宝,已完成,南京,
O000063,U00395,P00007,2025-10-01 19:03:00,17,58.32,991.44,银行卡,已完成,南京,
O000063,U00395,P00085,2025-10-01 19:03:00,3,747.47,2242.41,银行卡,已完成,南京,
O000063,U00395,P00014,2025-10-01 19:03:00,1,777.51,777.51,银行卡,已完成,南京,
O000063,U00395,P00084,2025-10-01 19:03:00,3,940.05,2820.1499999999996,银行卡,已完成,南京,
O000063,U00395,P00003,2025-10-01 19:03:00,2,598.58,1197.16,微信支付,已完成,南京,
O000064,U00262,P00015,2026-01-04 19:07:00,1,869.05,869.05,银行卡,已完成,上海,
O000064,U00262,P00014,2026-01-04 19:07:00,2,777.51,1555.02,支付宝,已完成,上海,
O000064,U00262,P00064,2026-01-04 19:07:00,3,279.8,839.4000000000001,微信支付,已完成,上海,
O000065,U00353,P00002,2025-09-04 10:15:00,1,741.64,741.64,银行卡,已完成,深圳,
O000066,U00253,P00010,2025-03-18 02:49:00,2,611.55,1223.1,微信支付,已完成,杭州,
O000066,U00253,P00093,2025-03-18 02:49:00,1,165.03,165.03,支付宝,已完成,杭州,
O000066,U00253,P00013,2025-03-18 02:49:00,3,585.71,1757.13,银行卡,已完成,杭州,
O000066,U00253,P00033,2025-03-18 02:49:00,1,174.89,174.89,微信支付,已完成,杭州,
O000066,U00253,P00083,2025-03-18 02:49:00,1,27.57,27.57,支付宝,已完成,杭州,
O000067,U00490,P00048,2025-11-15 08:56:00,1,245.41,245.41,支付宝,已完成,杭州,
O000068,U00493,P00089,2025-08-22 08:53:00,1,23.37,23.37,银行卡,已完成,武汉,
O000068,U00493,P00062,2025-08-22 08:53:00,1,182.88,182.88,银行卡,已完成,武汉,
O000068,U00493,P00054,2025-08-22 08:53:00,3,435.01,1305.03,微信支付,已完成,武汉,
O000068,U00493,P00084,2025-08-22 08:53:00,2,940.05,1880.1,银行卡,已完成,武汉,
O000069,U00451,P00062,2026-03-06 23:57:00,2,182.88,365.76,微信支付,已完成,杭州,
O000069,U00451,P00063,2026-03-06 23:57:00,2,904.29,1808.58,银行卡,已完成,杭州,
O000070,U00269,P00029,2026-01-28 23:36:00,1,604.38,604.38,银行卡,已完成,上海,
O000070,U00269,P00086,2026-01-28 23:36:00,2,226.32,452.64,银行卡,已完成,上海,
O000070,U00269,P00044,2026-01-28 23:36:00,3,964.98,2894.94,银行卡,已完成,上海,
O000070,U00269,P00067,2026-01-28 23:36:00,3,233.25,699.75,银行卡,已取消,上海,
O000070,U00269,P00089,2026-01-28 23:36:00,2,23.37,46.74,微信支付,已完成,上海,
O000071,U00385,P00036,2025-09-09 10:15:00,3,616.69,1850.0700000000002,微信支付,已完成,武汉,
O000071,U00385,P00007,2025-09-09 10:15:00,2,763.53,1527.06,支付宝,已完成,武汉,
O000071,U00385,P00065,2025-09-09 10:15:00,2,434.45,868.9,微信支付,已完成,武汉,
O000072,U00255,P00052,2026-01-17 20:01:00,3,483.12,1449.3600000000001,微信支付,已完成,上海,
O000073,U00406,P00066,2025-11-06 19:40:00,2,668.53,1337.06,支付宝,已取消,杭州,
O000073,U00406,P00072,2025-11-06 19:40:00,1,415.6,415.6,支付宝,已完成,杭州,
O000073,U00406,P00027,2025-11-06 19:40:00,3,503.55,1510.65,银行卡,已完成,杭州,
O000074,U00337,P00013,2025-07-06 22:28:00,1,585.71,585.71,支付宝,已完成,广州,
O000075,U00425,P00048,2025-11-21 09:35:00,3,245.41,736.23,支付宝,已完成,北京,
O000075,U00425,P00090,2025-11-21 09:35:00,3,178.25,534.75,微信支付,已完成,北京,
O000075,U00425,P00014,2025-11-21 09:35:00,2,777.51,1555.02,微信支付,已完成,北京,
O000075,U00425,P00006,2025-11-21 09:35:00,1,460.12,460.12,微信支付,已完成,北京,
O000075,U00425,P00022,2025-11-21 09:35:00,3,282.29,846.8700000000001,支付宝,已完成,北京,
O000076,U00235,P00064,2025-12-04 18:32:00,1,279.8,279.8,支付宝,已完成,成都,
O000076,U00235,P00001,2025-12-04 18:32:00,2,44.41,88.82,微信支付,已取消,成都,
O000077,U00355,P00014,2025-10-24 05:46:00,3,777.51,2332.5299999999997,银行卡,已完成,北京,
O000077,U00355,P00050,2025-10-24 05:46:00,2,89.34,178.68,银行卡,退款中,北京,
O000078,U00391,P00038,2025-05-08 08:25:00,3,606.87,1820.6100000000001,银行卡,已完成,武汉,
O000078,U00391,P00058,2025-05-08 08:25:00,3,433.34,1300.02,支付宝,已完成,武汉,
O000078,U00391,P00018,2025-05-08 08:25:00,3,642.18,1926.54,微信支付,已完成,武汉,
O000079,U00108,P00087,2025-11-16 22:18:00,1,515.2,515.2,银行卡,已完成,深圳,
O000079,U00108,P00017,2025-11-16 22:18:00,3,707.68,2123.04,支付宝,已完成,深圳,
O000079,U00108,P00091,2025-11-16 22:18:00,3,569.59,1708.77,银行卡,已完成,深圳,
O000080,U00364,P00037,2025-08-02 21:47:00,19,94.69,1799.11,支付宝,已完成,武汉,
O000080,U00364,P00055,2025-08-02 21:47:00,1,679.8,679.8,银行卡,退款中,武汉,
O000080,U00364,P00002,2025-08-02 21:47:00,1,741.64,741.64,支付宝,已完成,武汉,
O000080,U00364,P00067,2025-08-02 21:47:00,3,233.25,699.75,支付宝,已完成,武汉,
O000080,U00364,P00014,2025-08-02 21:47:00,3,777.51,2332.5299999999997,微信支付,已完成,武汉,
O000081,U00381,P00066,2025-11-28 17:24:00,3,668.53,2005.59,支付宝,已完成,上海,
O000081,U00381,P00090,2025-11-28 17:24:00,3,178.25,534.75,银行卡,已完成,上海,
O000082,U00028,P00080,2025-01-07 23:16:00,2,883.15,1766.3,银行卡,已完成,杭州,
O000082,U00028,P00100,2025-01-07 23:16:00,3,806.09,2418.27,银行卡,已完成,杭州,
O000083,U00280,P00038,2026-01-14 19:12:00,3,606.87,1820.6100000000001,微信支付,已完成,武汉,
O000083,U00280,P00058,2026-01-14 19:12:00,1,433.34,433.34,支付宝,已完成,武汉,
O000084,U00143,P00075,2025-10-12 08:08:00,39,29.03,1132.17,微信支付,已完成,广州,1.0
O000084,U00143,P00033,2025-10-12 08:08:00,3,174.89,524.67,银行卡,已完成,广州,
O000085,U00316,P00074,2026-03-08 21:19:00,2,664.13,1328.26,微信支付,已完成,上海,
O000085,U00316,P00071,2026-03-08 21:19:00,3,87.05,261.15,银行卡,已完成,上海,
O000085,U00316,P00046,2026-03-08 21:19:00,1,449.24,449.24,微信支付,已完成,上海,
O000085,U00316,P00010,2026-03-08 21:19:00,2,611.55,1223.1,微信支付,已完成,上海,
O000086,U00487,P00072,2026-01-21 19:33:00,2,415.6,831.2,银行卡,已完成,广州,
O000086,U00487,P00097,2026-01-21 19:33:00,3,974.26,2922.7799999999997,微信支付,已完成,广州,
O000086,U00487,P00084,2026-01-21 19:33:00,2,940.05,1880.1,微信支付,已完成,广州,
O000086,U00487,P00002,2026-01-21 19:33:00,3,741.64,2224.92,微信支付,已完成,广州,
O000087,U00467,P00058,2025-09-22 11:32:00,3,433.34,1300.02,微信支付,已完成,重庆,
O000087,U00467,P00063,2025-09-22 11:32:00,3,904.29,2712.87,银行卡,已完成,重庆,
O000087,U00467,P00006,2025-09-22 11:32:00,3,460.12,1380.3600000000001,微信支付,已完成,重庆,
O000087,U00467,P00038,2025-09-22 11:32:00,2,606.87,1213.74,微信支付,已完成,重庆,
O000087,U00467,P00084,2025-09-22 11:32:00,3,940.05,2820.1499999999996,银行卡,已完成,重庆,
O000088,U00397,P00096,2025-08-11 20:52:00,1,366.51,366.51,支付宝,已完成,广州,
O000089,U00020,P00033,2025-02-14 02:03:00,1,174.89,174.89,支付宝,已取消,北京,
O000089,U00020,P00072,2025-02-14 02:03:00,3,415.6,1246.8000000000002,支付宝,已完成,北京,
O000090,U00009,P00001,2025-07-19 21:07:00,3,44.41,133.23,微信支付,已完成,重庆,
O000090,U00009,P00083,2025-07-19 21:07:00,3,27.57,82.71000000000001,银行卡,已完成,重庆,
O000090,U00009,P00093,2025-07-19 21:07:00,1,165.03,165.03,支付宝,已完成,重庆,
O000090,U00009,P00080,2025-07-19 21:07:00,3,883.15,2649.45,微信支付,已完成,重庆,
O000090,U00009,P00009,2025-07-19 21:07:00,1,120.07,120.07,银行卡,已完成,重庆,
O000091,U00152,P00002,2025-11-21 04:19:00,1,741.64,741.64,银行卡,已完成,武汉,
O000091,U00152,P00071,2025-11-21 04:19:00,3,87.05,261.15,支付宝,已取消,武汉,
O000091,U00152,P00072,2025-11-21 04:19:00,3,415.6,1246.8000000000002,支付宝,已取消,武汉,
O000092,U00109,P00019,2025-07-31 20:54:00,1,472.92,472.92,银行卡,已完成,广州,
O000092,U00109,P00021,2025-07-31 20:54:00,1,244.37,244.37,银行卡,已完成,广州,
O000092,U00109,P00024,2025-07-31 20:54:00,3,159.91,479.73,银行卡,已完成,广州,
O000092,U00109,P00029,2025-07-31 20:54:00,1,604.38,604.38,银行卡,已完成,广州,
O000092,U00109,P00079,2025-07-31 20:54:00,2,546.78,1093.56,银行卡,已完成,广州,
O000093,U00336,P00009,2025-05-01 03:18:00,3,120.07,360.21,银行卡,已完成,深圳,
O000093,U00336,P00025,2025-05-01 03:18:00,3,548.1,1644.3000000000002,支付宝,已完成,深圳,
O000093,U00336,P00041,2025-05-01 03:18:00,1,737.17,737.17,微信支付,已完成,深圳,
O000093,U00336,P00063,2025-05-01 03:18:00,3,904.29,2712.87,支付宝,已完成,深圳,
O000093,U00336,P00058,2025-05-01 03:18:00,2,433.34,866.68,银行卡,已完成,深圳,
O000094,U00170,P00046,2026-03-26 15:29:00,1,449.24,449.24,微信支付,已完成,北京,
O000094,U00170,P00100,2026-03-26 15:29:00,1,806.09,806.09,微信支付,已完成,北京,
