user_id,username,gender,age,city,user_level,registration_date
U00096,用户96,M,48,南京,银卡,2025-07-13
U00097,用户97,M,55,武汉,银卡,2025-03-13
U00098,用户98,M,48,成都,普通,2025-05-06
U00099,用户99,M,28,成都,普通,2025-03-24
U00100,用户100,F,60,武汉,金卡,2025-05-07
U00101,用户101,M,47,上海,普通,2025-05-21
U00102,用户102,M,43,南京,金卡,2025-03-24
U00103,用户103,F,44,北京,普通,2025-01-01
U00104,用户104,F,58,西安,银卡,2025-04-03
U00105,用户105,F,53,广州,金卡,2025-02-22
U00106,用户106,F,25,北京,钻石,2025-04-23
U00107,用户107,M,28,杭州,银卡,2025-06-05
U00108,用户108,F,23,深圳,钻石,2025-05-22
U00109,用户109,F,25,广州,普通,2025-01-30
U00110,用户110,F,50,杭州,普通,2025-07-03
U00111,用户111,F,33,西安,银卡,2025-05-04
U00112,用户112,M,56,南京,银卡,2025-04-09
U00113,用户113,M,35,武汉,普通,2025-02-04
U00114,用户114,F,18,杭州,银卡,2025-05-10
U00115,用户115,F,27,西安,银卡,2025-05-31
U00116,用户116,F,53,南京,普通,2025-03-30
U00117,用户117,M,33,重庆,普通,2025-03-24
U00118,用户118,F,20,成都,银卡,2025-07-18
U00119,用户119,F,42,广州,普通,2025-06-30
U00120,用户120,M,50,重庆,普通,2025-01-10
U00121,用户121,F,24,南京,金卡,2025-01-26
U00122,用户122,M,44,广州,普通,2025-01-04
U00123,用户123,F,39,重庆,银卡,2025-07-20
U00124,用户124,M,39,南京,普通,2025-06-16
U00125,用户125,F,52,北京,银卡,2025-03-23
U00126,用户126,F,32,上海,普通,2025-03-02
U00127,用户127,M,46,广州,银卡,2025-01-26
U00128,用户128,M,38,北京,普通,2025-01-08
U00129,用户129,F,27,深圳,银卡,2025-04-06
U00130,用户130,M,28,广州,普通,2025-05-25
U00131,用户131,M,49,重庆,普通,2025-04-08
U00132,用户132,F,47,杭州,银卡,2025-04-29
U00133,用户133,F,52,广州,普通,2025-04-30
U00134,用户134,F,58,武汉,银卡,2025-03-30
U00135,用户135,F,30,武汉,金卡,2025-04-27
U00136,用户136,M,42,重庆,普通,2025-01-28
U00137,用户137,F,19,武汉,普通,2025-03-17
U00138,用户138,M,56,西安,金卡,2025-05-25
U00139,用户139,M,56,成都,普通,2025-03-15
U00140,用户140,F,60,广州,银卡,2025-02-18
U00141,用户141,M,37,西安,普通,2025-06-10
U00142,用户142,M,23,杭州,普通,2025-04-04
U00143,用户143,M,30,广州,银卡,2025-04-17
U00144,用户144,F,28,杭州,金卡,2025-04-04
U00145,用户145,F,39,上海,普通,2025-05-04
U00146,用户146,M,32,武汉,钻石,2025-01-20
U00147,用户147,F,23,武汉,普通,2025-05-23
U00148,用户148,M,47,成都,银卡,2025-05-18
U00149,用户149,F,55,武汉,金卡,2025-06-22
U00150,用户150,M,32,西安,普通,2025-04-06
U00151,用户151,F,57,深圳,银卡,2025-05-24
U00152,用户152,F,37,武汉,普通,2025-06-12
U00153,用户153,M,37,西安,普通,2025-01-12
U00154,用户154,M,42,西安,普通,2025-03-02
U00155,用户155,F,55,广州,金卡,2025-07-10
U00156,用户156,M,49,重庆,普通,2025-06-17
U00157,用户157,M,41,深圳,普通,2025-03-13
U00158,用户158,F,24,成都,银卡,2025-03-02
U00159,用户159,F,21,武汉,普通,2025-06-15
U00160,用户160,F,23,深圳,银卡,2025-02-01
U00161,用户161,M,21,成都,普通,2025-06-02
U00162,用户162,M,22,南京,普通,2025-02-02
U00163,用户163,M,39,广州,银卡,2025-02-25
U00164,用户164,M,35,广州,钻石,2025-06-02
U00165,用户165,F,29,上海,银卡,2025-05-19
U00166,用户166,M,18,成都,银卡,2025-01-07
U00167,用户167,F,19,广州,普通,2025-03-02
U00168,用户168,F,51,上海,银卡,2025-02-02
U00169,用户169,F,41,南京,银卡,2025-05-02
U00170,用户170,M,57,北京,银卡,2025-04-26
U00171,用户171,F,47,北京,普通,2025-06-18
U00172,用户172,F,45,上海,普通,2025-05-03
U00173,用户173,M,23,成都,银卡,2025-04-24
U00174,用户174,M,35,重庆,银卡,2025-01-17
U00175,用户175,F,42,重庆,银卡,2025-05-21
U00176,用户176,F,24,上海,金卡,2025-04-27
U00177,用户177,M,45,西安,金卡,2025-06-16
U00178,用户178,F,47,武汉,普通,2025-04-16
U00179,用户179,F,45,成都,银卡,2025-01-25
U00180,用户180,M,48,上海,普通,2025-04-06
U00181,用户181,M,45,上海,银卡,2025-01-22
U00182,用户182,M,53,北京,银卡,2025-04-06
U00183,用户183,F,60,上海,普通,2025-05-24
U00184,用户184,F,21,杭州,银卡,2025-06-20
U00185,用户185,M,54,南京,普通,2025-04-01
U00186,用户186,F,32,上海,普通,2025-06-18
U00187,用户187,F,25,杭州,银卡,2025-05-23
U00188,用户188,M,56,杭州,普通,2025-04-20
U00189,用户189,F,39,成都,普通,2025-03-11
U00190,用户190,F,22,广州,银卡,2025-02-06
U00191,用户191,M,51,深圳,普通,2025-01-08
U00192,用户192,F,28,成都,普通,2025-04-27
U00193,用户193,M,21,广州,普通,2025-03-25
U00194,用户194,M,23,杭州,普通,2025-06-08
U00195,用户195,F,56,西安,普通,2025-04-19
U00196,用户196,M,40,武汉,普通,2025-02-25
U00197,用户197,F,51,杭州,普通,2025-06-23
U00198,用户198,M,18,深圳,普通,2025-04-12
U00199,用户199,M,34,杭州,普通,2025-02-24
U00200,用户200,F,45,广州,普通,2025-01-02
U00201,用户201,M,50,南京,金卡,2025-05-17
U00202,用户202,M,43,北京,普通,2025-04-01
U00203,用户203,M,38,重庆,普通,2025-04-28
U00204,用户204,F,36,上海,普通,2025-04-14
U00205,用户205,M,57,西安,金卡,2025-03-25
U00206,用户206,M,45,上海,普通,2025-04-03
U00207,用户207,F,51,上海,普通,2025-05-31
U00208,用户208,F,32,成都,银卡,2025-03-21
U00209,用户209,M,51,南京,普通,2025-01-20
U00210,用户210,F,40,广州,普通,2025-07-18
U00211,用户211,F,30,广州,银卡,2025-02-07
U00212,用户212,M,29,西安,普通,2025-07-14
U00213,用户213,F,54,重庆,普通,2025-05-25
U00214,用户214,F,27,西安,普通,2025-06-10
U00215,用户215,F,35,重庆,普通,2025-04-24
U00216,用户216,M,37,西安,普通,2025-05-10
U00217,用户217,F,36,上海,银卡,2025-01-15
U00218,用户218,F,47,重庆,银卡,2025-01-24
U00219,用户219,M,46,重庆,银卡,2025-07-09
U00220,用户220,F,50,广州,钻石,2025-03-24
U00221,用户221,M,39,上海,银卡,2025-04-26
U00222,用户222,M,33,西安,钻石,2025-02-14
U00223,用户223,M,41,成都,金卡,2025-05-15
U00224,用户224,F,39,重庆,普通,2025-04-10
U00225,用户225,F,22,成都,普通,2025-06-11
U00226,用户226,F,36,杭州,银卡,2025-06-23
U00227,用户227,M,39,上海,银卡,2025-06-18
U00228,用户228,F,37,武汉,普通,2025-02-06
U00229,用户229,M,37,南京,普通,2025-07-01
U00230,用户230,M,60,南京,普通,2025-03-26
U00231,用户231,F,50,成都,普通,2025-06-21
U00232,用户232,M,31,成都,金卡,2025-03-21
U00233,用户233,M,32,广州,普通,2025-05-05
U00234,用户234,M,50,南京,金卡,2025-03-17
U00235,用户235,M,60,成都,金卡,2025-05-15
U00236,用户236,M,56,武汉,普通,2025-06-08
U00237,用户237,M,46,北京,普通,2025-02-16
U00238,用户238,M,46,重庆,普通,2025-06-23
U00239,用户239,F,32,南京,普通,2025-07-11
U00240,用户240,F,30,成都,银卡,2025-07-20
U00241,用户241,F,47,杭州,银卡,2025-05-27
U00242,用户242,F,28,深圳,金卡,2025-05-09
U00243,用户243,F,21,西安,金卡,2025-02-05
U00244,用户244,M,51,上海,普通,2025-05-22
U00245,用户245,M,35,西安,金卡,2025-07-15
U00246,用户246,F,23,深圳,金卡,2025-02-07
U00247,用户247,M,44,北京,普通,2025-03-31
U00248,用户248,M,42,上海,普通,2025-04-06
U00249,用户249,F,24,成都,银卡,2025-01-08
U00250,用户250,M,36,西安,银卡,2025-02-05
U00251,用户251,F,46,重庆,普通,2025-02-05
U00252,用户252,M,34,深圳,金卡,2025-01-21
U00253,用户253,F,25,杭州,普通,2025-05-21
U00254,用户254,M,33,武汉,银卡,2025-02-01
U00255,用户255,F,22,上海,金卡,2025-06-09
U00256,用户256,M,58,南京,银卡,2025-05-08
U00257,用户257,M,36,武汉,普通,2025-07-03
U00258,用户258,M,54,武汉,普通,2025-04-01
U00259,用户259,M,51,成都,普通,2025-06-21
U00260,用户260,M,42,西安,普通,2025-05-15
U00261,用户261,F,34,北京,普通,2025-04-10
U00262,用户262,F,33,上海,银卡,2025-01-18
U00263,用户263,F,26,北京,普通,2025-07-08
U00264,用户264,M,47,西安,银卡,2025-03-28
U00265,用户265,M,47,北京,普通,2025-02-04
U00266,用户266,M,20,成都,金卡,2025-01-12
U00267,用户267,F,52,西安,普通,2025-05-12
U00268,用户268,M,36,成都,金卡,2025-07-12
U00269,用户269,F,35,上海,银卡,2025-01-13
U00270,用户270,F,46,武汉,普通,2025-04-22
U00271,用户271,F,49,成都,金卡,2025-02-17
U00272,用户272,F,23,武汉,普通,2025-05-13
U00273,用户273,M,52,杭州,普通,2025-06-04
U00274,用户274,F,60,杭州,普通,2025-01-21
U00275,用户275,F,28,西安,普通,2025-06-04
U00276,用户276,F,57,武汉,普通,2025-01-11
U00277,用户277,M,60,武汉,普通,2025-01-15
U00278,用户278,M,19,广州,金卡,2025-07-11
U00279,用户279,F,20,广州,普通,2025-06-23
U00280,用户280,F,41,武汉,金卡,2025-07-19
U00281,用户281,M,46,成都,普通,2025-01-09
U00282,用户282,M,54,广州,银卡,2025-07-15
U00283,用户283,F,59,杭州,普通,2025-04-12
U00284,用户284,M,29,西安,银卡,2025-01-30
U00285,用户285,M,34,杭州,银卡,2025-05-24
U00286,用户286,F,49,深圳,普通,2025-02-24
U00287,用户287,F,29,西安,钻石,2025-01-19
U00288,用户288,F,60,成都,银卡,2025-06-24
U00289,用户289,F,37,广州,银卡,2025-05-21
U00290,用户290,M,41,南京,普通,2025-06-29
U00291,用户291,M,33,西安,普通,2025-02-21
U00292,用户292,F,47,南京,普通,2025-05-22
U00293,用户293,M,37,武汉,钻石,2025-01-23
U00294,用户294,F,51,武汉,银卡,2025-07-04
U00295,用户295,M,26,成都,银卡,2025-05-28
U00296,用户296,F,51,成都,普通,2025-04-26
U00297,用户297,M,26,武汉,银卡,2025-07-19
U00298,用户298,M,51,广州,普通,2025-01-15
U00299,用户299,F,32,成都,金卡,2025-02-11
U00300,用户300,F,23,杭州,普通,2025-05-13
U00301,用户301,F,26,杭州,银卡,2025-05-22
U00302,用户302,M,55,重庆,普通,2025-01-24
U00303,用户303,F,54,北京,金卡,2025-06-18
U00304,用户304,M,20,重庆,普通,2025-01-08
U00305,用户305,F,57,北京,普通,2025-02-23
U00306,用户306,F,59,杭州,普通,2025-06-10
U00307,用户307,F,37,西安,普通,2025-06-25
U00308,用户308,M,46,武汉,普通,2025-01-16
U00309,用户309,F,56,广州,普通,2025-02-22
U00310,用户310,F,40,武汉,普通,2025-07-03
U00311,用户311,M,38,深圳,普通,2025-04-05
U00312,用户312,F,33,广州,普通,2025-03-10
U00313,用户313,F,57,武汉,普通,2025-03-16
U00314,用户314,F,54,成都,普通,2025-02-10
U00315,用户315,F,50,西安,普通,2025-02-10
U00316,用户316,F,19,上海,金卡,2025-03-20
U00317,用户317,F,33,深圳,银卡,2025-05-10
U00318,用户318,M,36,西安,银卡,2025-01-13
U00319,用户319,F,36,南京,普通,2025-06-17
U00320,用户320,F,26,杭州,银卡,2025-01-28
U00321,用户321,F,41,北京,普通,2025-07-15
U00322,用户322,M,41,南京,普通,2025-05-26
U00323,用户323,F,53,杭州,金卡,2025-04-09
U00324,用户324,M,26,上海,普通,2025-06-09
U00325,用户325,F,27,深圳,银卡,2025-03-28
U00326,用户326,M,20,北京,普通,2025-04-13
U00327,用户327,F,51,西安,普通,2025-03-27
U00328,用户328,M,38,重庆,普通,2025-05-12
U00329,用户329,F,55,成都,银卡,2025-04-11
U00330,用户330,F,54,杭州,普通,2025-05-11
U00331,用户331,F,39,上海,钻石,2025-01-05
U00332,用户332,F,58,北京,银卡,2025-05-30
U00333,用户333,M,21,重庆,普通,2025-03-09
U00334,用户334,F,27,深圳,普通,2025-05-15
U00335,用户335,M,30,北京,普通,2025-06-29
U00336,用户336,M,44,深圳,普通,2025-04-18
U00337,用户337,F,21,广州,银卡,2025-07-18
U00338,用户338,F,60,西安,银卡,2025-05-24
U00339,用户339,M,47,南京,普通,2025-03-22
U00340,用户340,F,57,西安,普通,2025-04-01
U00341,用户341,F,53,杭州,普通,2025-03-05
U00342,用户342,F,31,西安,普通,2025-03-18
U00343,用户343,F,36,上海,银卡,2025-03-31
U00344,用户344,F,43,成都,钻石,2025-05-20
U00345,用户345,F,20,杭州,钻石,2025-02-07
U00346,用户346,F,46,杭州,银卡,2025-01-21
U00347,用户347,M,52,杭州,金卡,2025-02-24
U00348,用户348,F,26,上海,银卡,2025-06-28
U00349,用户349,M,33,北京,银卡,2025-05-31
U00350,用户350,M,58,深圳,普通,2025-05-16
U00351,用户351,F,48,上海,银卡,2025-04-16
U00352,用户352,M,53,广州,普通,2025-02-05
U00353,用户353,F,59,深圳,银卡,2025-05-02
U00354,用户354,F,36,北京,金卡,2025-03-15
U00355,用户355,M,52,北京,金卡,2025-01-23
U00356,用户356,F,29,北京,钻石,2025-02-14
U00357,用户357,F,29,杭州,金卡,2025-04-12
U00358,用户358,F,54,重庆,普通,2025-01-03
U00359,用户359,F,47,南京,银卡,2025-03-27
U00360,用户360,F,35,深圳,金卡,2025-02-04
U00361,用户361,M,47,杭州,银卡,2025-03-26
U00362,用户362,F,36,重庆,银卡,2025-01-04
U00363,用户363,M,57,武汉,金卡,2025-02-19
U00364,用户364,F,23,武汉,银卡,2025-05-12
U00365,用户365,M,48,成都,金卡,2025-02-17
U00366,用户366,F,42,深圳,普通,2025-01-02
U00367,用户367,F,37,重庆,银卡,2025-03-10
U00368,用户368,F,59,成都,银卡,2025-01-03
U00369,用户369,M,47,杭州,普通,2025-01-16
U00370,用户370,F,25,杭州,普通,2025-06-25
U00371,用户371,M,26,西安,普通,2025-02-26
U00372,用户372,F,44,南京,金卡,2025-07-11
U00373,用户373,M,33,重庆,金卡,2025-07-13
U00374,用户374,F,51,成都,普通,2025-01-21
U00375,用户375,M,21,南京,金卡,2025-05-25
U00376,用户376,M,28,成都,金卡,2025-02-21
U00377,用户377,M,31,重庆,普通,2025-04-24
U00378,用户378,F,21,西安,普通,2025-05-11
U00379,用户379,F,54,北京,银卡,2025-04-17
U00380,用户380,F,19,武汉,普通,2025-06-22
U00381,用户381,M,55,上海,普通,2025-01-01
U00382,用户382,M,52,北京,金卡,2025-03-30
U00383,用户383,F,20,杭州,普通,2025-01-18
U00384,用户384,M,59,武汉,普通,2025-07-16
U00385,用户385,F,42,武汉,普通,2025-04-08
U00386,用户386,M,59,成都,普通,2025-06-19
U00387,用户387,F,51,广州,银卡,2025-05-18
U00388,用户388,M,19,杭州,普通,2025-02-27
U00389,用户389,F,52,武汉,金卡,2025-07-04
U00390,用户390,F,40,广州,普通,2025-03-05
U00391,用户391,M,20,武汉,银卡,2025-07-05
U00392,用户392,M,31,上海,普通,2025-01-05
U00393,用户393,F,56,北京,普通,2025-01-09
U00394,用户394,F,46,深圳,银卡,2025-01-12
U00395,用户395,M,26,南京,钻石,2025-07-13
U00396,用户396,F,54,重庆,银卡,2025-03-01
U00397,用户397,M,37,广州,钻石,2025-03-24
U00398,用户398,M,44,杭州,普通,2025-05-14
U00399,用户399,M,58,武汉,银卡,2025-05-23
U00400,用户400,F,59,武汉,银卡,2025-01-13
U00401,用户401,F,44,广州,普通,2025-03-23
U00402,用户402,F,33,深圳,普通,2025-02-17
U00403,用户403,M,47,北京,银卡,2025-07-01
U00404,用户404,M,42,深圳,普通,2025-04-17
U00405,用户405,M,46,成都,普通,2025-03-26
U00406,用户406,M,21,杭州,普通,2025-07-05
U00407,用户407,M,22,深圳,金卡,2025-06-04
U00408,用户408,M,48,深圳,金卡,2025-05-31
U00409,用户409,F,18,深圳,金卡,2025-03-27
U00410,用户410,M,48,深圳,银卡,2025-07-09
U00411,用户411,M,43,深圳,银卡,2025-06-30
U00412,用户412,F,42,西安,银卡,2025-07-18
U00413,用户413,F,34,成都,银卡,2025-04-02
U00414,用户414,F,24,西安,银卡,2025-05-08
U00415,用户415,M,41,成都,普通,2025-03-23
U00416,用户416,M,27,北京,普通,2025-05-25
U00417,用户417,F,36,广州,普通,2025-05-30
U00418,用户418,F,54,深圳,普通,2025-02-28
U00419,用户419,F,34,西安,钻石,2025-06-17
U00420,用户420,F,47,广州,银卡,2025-06-14
U00421,用户421,M,26,南京,普通,2025-04-01
U00422,用户422,M,51,北京,金卡,2025-05-19
U00423,用户423,M,18,武汉,普通,2025-01-20
U00424,用户424,M,22,广州,普通,2025-06-11
U00425,用户425,F,41,北京,银卡,2025-05-10
U00426,用户426,F,60,西安,普通,2025-06-20
U00427,用户427,F,18,北京,银卡,2025-05-17
U00428,用户428,F,19,南京,金卡,2025-03-12
U00429,用户429,F,29,上海,金卡,2025-06-22
U00430,用户430,M,33,深圳,银卡,2025-05-15
U00431,用户431,F,35,武汉,普通,2025-03-06
U00432,用户432,F,54,深圳,钻石,2025-04-14
U00433,用户433,F,23,北京,普通,2025-02-27
U00434,用户434,F,53,西安,普通,2025-04-08
U00435,用户435,M,23,西安,金卡,2025-01-03
U00436,用户436,F,54,上海,金卡,2025-06-15
U00437,用户437,M,31,重庆,普通,2025-01-11
U00438,用户438,M,35,南京,银卡,2025-01-12
U00439,用户439,M,38,北京,钻石,2025-01-09
U00440,用户440,M,43,上海,普通,2025-05-31
U00441,用户441,M,54,武汉,银卡,2025-05-25
U00442,用户442,F,42,广州,银卡,2025-05-19
U00443,用户443,M,50,成都,普通,2025-06-26
U00444,用户444,M,22,成都,银卡,2025-04-22
U00445,用户445,F,38,北京,银卡,2025-06-07
U00446,用户446,F,49,深圳,普通,2025-07-20
U00447,用户447,F,29,重庆,银卡,2025-04-07
U00448,用户448,F,33,上海,普通,2025-01-22
U00449,用户449,F,58,广州,银卡,2025-02-09
U00450,用户450,F,24,上海,普通,2025-03-23
U00451,用户451,F,41,杭州,普通,2025-03-20
U00452,用户452,M,45,西安,银卡,2025-01-23
U00453,用户453,F,24,北京,普通,2025-05-12
U00454,用户454,M,56,重庆,银卡,2025-05-22
U00455,用户455,M,36,武汉,普通,2025-04-09
U00456,用户456,M,54,南京,普通,2025-01-22
U00457,用户457,M,26,杭州,普通,2025-04-08
U00458,用户458,M,22,广州,普通,2025-05-07
U00459,用户459,F,48,上海,普通,2025-04-18
U00460,用户460,F,56,重庆,普通,2025-03-05
U00461,用户461,M,37,北京,金卡,2025-01-28
U00462,用户462,F,39,西安,普通,2025-03-27
U00463,用户463,M,37,成都,银卡,2025-06-16
U00464,用户464,M,48,成都,普通,2025-06-27
U00465,用户465,F,36,西安,钻石,2025-04-12
U00466,用户466,M,38,武汉,普通,2025-07-20
U00467,用户467,F,25,重庆,普通,2025-04-11
U00468,用户468,M,53,北京,钻石,2025-05-20
U00469,用户469,M,46,杭州,金卡,2025-04-29
U00470,用户470,F,49,广州,银卡,2025-01-18
U00471,用户471,F,60,广州,银卡,2025-03-03
U00472,用户472,M,46,重庆,普通,2025-04-07
U00473,用户473,F,52,北京,银卡,2025-04-13
U00474,用户474,M,24,深圳,银卡,2025-04-03
U00475,用户475,M,59,重庆,普通,2025-04-01
U00476,用户476,F,39,武汉,普通,2025-06-15
U00477,用户477,F,32,南京,银卡,2025-01-26
U00478,用户478,M,46,成都,普通,2025-05-23
U00479,用户479,M,40,北京,普通,2025-07-17
U00480,用户480,F,23,上海,金卡,2025-03-17
U00481,用户481,M,40,杭州,普通,2025-07-06
U00482,用户482,M,51,西安,普通,2025-07-20
U00483,用户483,F,46,成都,普通,2025-01-25
U00484,用户484,M,19,成都,银卡,2025-01-12
U00485,用户485,M,33,南京,普通,2025-06-23
U00486,用户486,F,53,武汉,钻石,2025-02-10
U00487,用户487,F,58,广州,普通,2025-03-01
U00488,用户488,F,43,北京,银卡,2025-06-18
U00489,用户489,F,55,武汉,普通,2025-02-20
U00490,用户490,M,31,杭州,银卡,2025-06-30
U00491,用户491,M,52,广州,普通,2025-01-17
U00492,用户492,F,25,杭州,银卡,2025-02-20
U00493,用户493,F,56,武汉,银卡,2025-05-06
U00494,用户494,M,40,成都,金卡,2025-05-31
U00495,用户495,M,37,重庆,银卡,2025-06-08
U00496,用户496,M,38,上海,普通,2025-06-22
U00497,用户497,M,41,广州,银卡,2025-01-30
U00498,用户498,M,54,武汉,普通,2025-04-18
U00499,用户499,M,53,广州,普通,2025-05-05
U00500,用户500,M,38,西安,银卡,2025-02-05
